name,sido,sigungu,address,phone,longitude,latitude
황금동_NCWAVE점,전남광주통합특별시,동구,전남광주통합특별시 동구 중앙로 166 (황금동),000-0000-0322,126.913909,35.1486221
치평동_상무역점,전남광주통합특별시,서구,"전남광주통합특별시 서구 상무평화로 79 (치평동, 팔복빌딩)",000-0000-0323,126.847823,35.148331
금남로2가_충장서림점,전남광주통합특별시,동구,전남광주통합특별시 동구 금남로 238 1층 (금남로2가),000-0000-0324,126.917618,35.1482912
충장로_우체국점,전남광주통합특별시,동구,전남광주통합특별시 동구 충장로 93-3 충장로2가 우체국앞 (충장로2가),000-0000-0325,126.917377,35.1477593
화정동_대주피오레점,전남광주통합특별시,서구,전남광주통합특별시 서구 화정로 126 대주피오레상가 2동 101호 (화정동),000-0000-0326,126.870875,35.1444101
화정동_염주사거리점,전남광주통합특별시,서구,전남광주통합특별시 서구 염화로 89 (화정동),000-0000-0327,126.874335,35.1424668
송정동_영광통사거리점,전남광주통합특별시,광산구,전남광주통합특별시 광산구 상무대로 258 (송정동),000-0000-0328,126.795154,35.1414295
송정동_송정우체국점,전남광주통합특별시,광산구,전남광주통합특별시 광산구 송정로1번길 88 (송정동),000-0000-0329,126.795553,35.139943
금호동_시영5단지점,전남광주통합특별시,서구,전남광주통합특별시 서구 운천로 34 엘지유플러스 (금호동),000-0000-0330,126.859587,35.1357714
주월동_주월주민센터점,전남광주통합특별시,남구,전남광주통합특별시 남구 회재로 1231 (주월동),000-0000-0331,126.89548,35.1340144
금호동_서구문화센터점,전남광주통합특별시,서구,전남광주통합특별시 서구 운천로 2 (금호동),000-0000-0332,126.859724,35.1328963
주월동_남구청점,전남광주통합특별시,남구,전남광주통합특별시 남구 봉선로 2 1필지 (주월동),000-0000-0333,126.901703,35.1326316
금호동_남양파크점,전남광주통합특별시,서구,"전남광주통합특별시 서구 금화로 88 1층 103호 (금호동, 국승빌딩)",000-0000-0334,126.858266,35.131903
학동_학운점,전남광주통합특별시,동구,전남광주통합특별시 동구 남문로 687 (학동),000-0000-0335,126.928475,35.1318305
금호동_종원팰리스빌점,전남광주통합특별시,서구,"전남광주통합특별시 서구 화개1로79번길 3 1동 1층 107호 (금호동, 신화빌딩)",000-0000-0336,126.854922,35.1309436
풍암동_우미광장점,전남광주통합특별시,서구,전남광주통합특별시 서구 풍암2로 20 1층 (풍암동),000-0000-0337,126.88012,35.1259869
봉선동_삼익사거리점,전남광주통합특별시,남구,전남광주통합특별시 남구 봉선중앙로 54 1층 (봉선동),000-0000-0338,126.911519,35.1258971
진월동_비스포점,전남광주통합특별시,남구,전남광주통합특별시 남구 서문대로 739 (주월동),000-0000-0339,126.897762,35.1253183
봉선동_이마트점,전남광주통합특별시,남구,전남광주통합특별시 남구 봉선로 184 이바돔 LG유플러스 (봉선동),000-0000-0340,126.915209,35.1227991
진월동_궁전제과점,전남광주통합특별시,남구,전남광주통합특별시 남구 서문대로701번길 2 (진월동),000-0000-0341,126.898096,35.1221548
화순읍_국민은행사거리점,전남광주통합특별시,화순군,전라남도 화순군 화순읍 중앙로 95 (가인빌딩),000-0000-0342,126.991934,35.0606353
화순읍_고인돌시장점,전남광주통합특별시,화순군,전라남도 화순군 화순읍 시장길 48 1층(삼천리),000-0000-0343,126.983274,35.0599313
중앙동_중앙로점,전남광주통합특별시,나주시,전라남도 나주시 중앙로 38-1 (중앙동),000-0000-0344,126.719682,35.0326905
빛가람동_나주혁신점,전남광주통합특별시,나주시,전라남도 나주시 전력로 2 1층 101-2호(빛가람동),000-0000-0345,126.785419,35.0215762
광양읍_백운마트점,전남광주통합특별시,광양시,전라남도 광양시 광양읍 칠성로 49,000-0000-0346,127.583868,34.9791698
용당동_사거리점,전남광주통합특별시,순천시,전라남도 순천시 삼산로 94 (용당동),000-0000-0347,127.493601,34.9727819
광양읍_광양병원점,전남광주통합특별시,광양시,전라남도 광양시 광양읍 인덕로 987 .,000-0000-0348,127.581377,34.9706999
왕지동_법원점,전남광주통합특별시,순천시,"전라남도 순천시 왕지로 12 1층(왕지동,유신빌딩)",000-0000-0349,127.523422,34.9696378
광양읍_오성맨션점,전남광주통합특별시,광양시,전라남도 광양시 광양읍 대림오성로 140 .,000-0000-0350,127.577042,34.9647264
조례동_사거리점,전남광주통합특별시,순천시,전라남도 순천시 봉화2길 87 (조례동),000-0000-0351,127.517824,34.9605128
조례동_홈플러스점,전남광주통합특별시,순천시,전라남도 순천시 신월큰길 1-4 (조례동),000-0000-0352,127.520812,34.960428
중앙동_웃장본점,전남광주통합특별시,순천시,전라남도 순천시 중앙6길 20 1층(중앙동),000-0000-0353,127.484757,34.9566649
조례동_왕조2동주민센터점,전남광주통합특별시,순천시,전라남도 순천시 왕궁길 47 (조례동),000-0000-0354,127.531935,34.9551339
조례동_국민은행사거리점,전남광주통합특별시,순천시,"전라남도 순천시 이수로 329 1층(조례동,LG 전자)",000-0000-0355,127.519678,34.9542404
남내동_중앙시장본점,전남광주통합특별시,순천시,"전라남도 순천시 중앙로 90 1층(남내동,다이소)",000-0000-0356,127.484159,34.9535575
연향동_국민은행점,전남광주통합특별시,순천시,전라남도 순천시 연향번영길 147 (연향동),000-0000-0357,127.518599,34.9531453
연향동_스타벅스점,전남광주통합특별시,순천시,전라남도 순천시 연향번영길 118 (연향동),000-0000-0358,127.519009,34.9522512
연향동_패션거리점,전남광주통합특별시,순천시,전라남도 순천시 연향중앙상가길 19 .,000-0000-0359,127.519806,34.9519414
연향동_애플샵점,전남광주통합특별시,순천시,전라남도 순천시 연향3로 11 (연향동),000-0000-0360,127.517085,34.9510426
연향동_신한은행점,전남광주통합특별시,순천시,전라남도 순천시 연향3로 33 (연향동),000-0000-0361,127.519614,34.9510408
해룡면_부영3차점,전남광주통합특별시,순천시,전라남도 순천시 해룡면 기적의도서관길 90 .,000-0000-0362,127.531313,34.9469252
중동_호반아파트점,전남광주통합특별시,광양시,전라남도 광양시 광장로 135 (중동),000-0000-0363,127.694868,34.9360695
중동_사랑병원점,전남광주통합특별시,광양시,전라남도 광양시 공영로 65 (중동),000-0000-0364,127.6964,34.9360517
중동_시외버스터미널점,전남광주통합특별시,광양시,전라남도 광양시 중마중앙로 59 (중동),000-0000-0365,127.697742,34.9355843
도사동_오천지구점,전남광주통합특별시,순천시,전라남도 순천시 오천6길 16 1층 14호(오천동),000-0000-0366,127.494399,34.9340377
해룡면_신대점,전남광주통합특별시,순천시,전라남도 순천시 해룡면 신대로 116 .,000-0000-0367,127.549255,34.9338207
압해읍_터미널점,전남광주통합특별시,신안군,전라남도 신안군 압해읍 압해로 865-1 1동 1층 1호,000-0000-0368,126.31422,34.8645807
용해동_용해점,전남광주통합특별시,목포시,전라남도 목포시 용해지구로 12 1층(용해동),000-0000-0369,126.398137,34.8174239
석현동_롯데리아점,전남광주통합특별시,목포시,전라남도 목포시 영산로 559 1층 102호(상동),000-0000-0370,126.419649,34.8156268
석현동_석현삼거리점,전남광주통합특별시,목포시,전라남도 목포시 석현로 2 (석현동),000-0000-0371,126.421661,34.8154561
삼향읍_국민은행점,전남광주통합특별시,무안군,전라남도 무안군 삼향읍 남악3로 80 1층 LG유플러스 다복통신 (제일프라자),000-0000-0372,126.460698,34.8126432
삼향읍_남악점,전남광주통합특별시,무안군,전라남도 무안군 삼향읍 남악3로 71 .,000-0000-0373,126.459819,34.811756
상동_터미널점,전남광주통합특별시,목포시,전라남도 목포시 영산로 509 (상동),000-0000-0374,126.417461,34.8112085
옥암동_이마트점,전남광주통합특별시,목포시,전라남도 목포시 하당로 264 1층 102호(옥암동),000-0000-0375,126.424965,34.8103339
남악리_오룡롯데아울렛점,전남광주통합특별시,무안군,"전라남도 무안군 삼향읍 남악4로 40 202동 1층 115호(남악리,펠리시티2차)",000-0000-0376,126.466437,34.8091802
옥암동_포르모4거리점,전남광주통합특별시,목포시,전라남도 목포시 신흥로83번길 27 (옥암동),000-0000-0377,126.4276,34.8069391
용당동_홈플러스점,전남광주통합특별시,목포시,전라남도 목포시 영산로 337 1층(용당동),000-0000-0378,126.402306,34.8061952
산정동_북항점,전남광주통합특별시,목포시,전라남도 목포시 청호로 175 (산정동),000-0000-0379,126.373259,34.8061569
상동_하당점,전남광주통합특별시,목포시,전라남도 목포시 백년대로 352 102-103호 (상동),000-0000-0380,126.425597,34.805884
상동_동신대한방병원점,전남광주통합특별시,목포시,전라남도 목포시 백년대로 318 유플러스 (상동),000-0000-0381,126.422449,34.8044088
산정동_보건소사거리점,전남광주통합특별시,목포시,전라남도 목포시 청호로 141 (산정동),000-0000-0382,126.375745,34.8040244
상동_하당광주은행점,전남광주통합특별시,목포시,전라남도 목포시 비파로 57 (상동),000-0000-0383,126.426115,34.803633
용당동_동부시장점,전남광주통합특별시,목포시,전라남도 목포시 산정로 166 101호(용당동),000-0000-0384,126.392546,34.8033705
상동_부영점,전남광주통합특별시,목포시,전라남도 목포시 옥암로 41 LG유플러스동 1층(상동),000-0000-0385,126.429188,34.8033139
상동_CGV사거리점,전남광주통합특별시,목포시,전라남도 목포시 백년대로 292 (상동),000-0000-0386,126.420217,34.8031543
상동_장미꽃길다이소점,전남광주통합특별시,목포시,전라남도 목포시 신흥로 28 1동 1층 103호(상동),000-0000-0387,126.424049,34.8021719
명륜동_목포역점,전남광주통합특별시,목포시,전라남도 목포시 영산로 97 (명륜동),000-0000-0388,126.38573,34.7912395
명륜동_목포중앙점,전남광주통합특별시,목포시,전라남도 목포시 영산로 93-1 (명륜동),000-0000-0389,126.385623,34.7909866
화장동_롯데마트점,전남광주통합특별시,여수시,전라남도 여수시 무선로 203 (화장동),000-0000-0390,127.650671,34.7775629
학동_수협앞점,전남광주통합특별시,여수시,전라남도 여수시 쌍봉로 31 (학동),000-0000-0391,127.659456,34.7667531
학동_다이소점,전남광주통합특별시,여수시,전라남도 여수시 시청로 34 (학동),000-0000-0392,127.663339,34.764749
학동_흥국체육관점,전남광주통합특별시,여수시,전라남도 여수시 흥국로 58 (학동),000-0000-0393,127.668627,34.7621151
소라면_죽림점,전남광주통합특별시,여수시,전라남도 여수시 소라면 죽림로 9 1층(죽림리),000-0000-0394,127.639592,34.7617479
도원동_사거리점,전남광주통합특별시,여수시,전라남도 여수시 무선로 6 (학동),000-0000-0395,127.656399,34.7613612
신기동_시전삼거리점,전남광주통합특별시,여수시,전라남도 여수시 새터로 57 (신기동),000-0000-0396,127.67385,34.7610407
학동_부영3단지점,전남광주통합특별시,여수시,전라남도 여수시 망마로 36 (학동),000-0000-0397,127.666683,34.7594666
학동_신협점,전남광주통합특별시,여수시,"전라남도 여수시 선소로 69 1층 (학동, 강남빌딩)",000-0000-0398,127.667247,34.7590038
삼호읍_대불점,전남광주통합특별시,영암군,전라남도 영암군 삼호읍 대불주거5로 6 G플레이스 106호 LGU(용앙리),000-0000-0399,126.456173,34.7546092
여서동_중앙점,전남광주통합특별시,여수시,전라남도 여수시 여서1로 81 (여서동),000-0000-0400,127.705944,34.7538735
여서동_사거리점,전남광주통합특별시,여수시,"전라남도 여수시 여서1로 62 LG유플러스 (여서동, 김이빈후과)",000-0000-0401,127.704437,34.7525842
시전동_웅천메가박스점,전남광주통합특별시,여수시,전라남도 여수시 신월로 96 1층 104호(웅천동),000-0000-0402,127.678952,34.7491141
삼호읍_현대중공업점,전남광주통합특별시,영암군,전라남도 영암군 삼호읍 신항로 124 1층(용당리),000-0000-0403,126.375584,34.7487141
여서동_로터리점,전남광주통합특별시,여수시,전라남도 여수시 여서로 168-1 (여서동),000-0000-0404,127.700372,34.7483621
교동_시내점,전남광주통합특별시,여수시,전라남도 여수시 통제영2길 9-1 (교동),000-0000-0405,127.732884,34.7410592
충무동_우체국점,전남광주통합특별시,여수시,전라남도 여수시 충무1길 2 (충무동),000-0000-0406,127.731267,34.7409878
국동_서희스타힐스점,전남광주통합특별시,여수시,전라남도 여수시 신월로 679 1층 3호(국동),000-0000-0407,127.717679,34.7316939
고흥읍_파리바게트사거리점,전남광주통합특별시,고흥군,"전라남도 고흥군 고흥읍 봉황길 45 (남계리,소매점 및 사무소)",000-0000-0408,127.283517,34.607409
해남읍_해남점,전남광주통합특별시,해남군,전라남도 해남군 해남읍 중앙1로 135 엘지텔레콤,000-0000-0409,126.599857,34.5715756
진도군_진도읍점,전남광주통합특별시,진도군,전라남도 진도군 진도읍 남문길 39 1층 1호(남동리),000-0000-0410,126.263686,34.4817845
정관읍_광장프라자점,부산광역시,기장군,부산광역시 기장군 정관읍 정관7로 9-4 1층 (광장프라자),000-0000-0411,129.176596,35.3221133
정관읍_정관점,부산광역시,기장군,부산광역시 기장군 정관읍 정관로 561,000-0000-0412,129.175385,35.322045
정관읍_헬로시티점,부산광역시,기장군,부산광역시 기장군 정관읍 정관로 566 .,000-0000-0413,129.175538,35.3212222
일광면_일광신도시점,부산광역시,기장군,부산광역시 기장군 일광면 해빛로 13 (삼성리),000-0000-0414,129.22736,35.2663747
구서동_중앙대로점,부산광역시,금정구,"부산광역시 금정구 중앙대로1841번길 23 1층 (구서동, 현대타운)",000-0000-0415,129.090518,35.2486215
구서동_구서역,부산광역시,금정구,"부산광역시 금정구 구서로 2 1층(구서동,정우빌딩)",000-0000-0416,129.09076,35.2469142
구서1동_구서로점,부산광역시,금정구,"부산광역시 금정구 구서로 23 1층(구서동,화산빌딩)",000-0000-0417,129.088665,35.2466259
기장읍_기장시장부산은행점,부산광역시,기장군,"부산광역시 기장군 기장읍 읍내로 97 1층 LG유플러스(동부리,프로스펙스)",000-0000-0418,129.215019,35.2453079
기장읍_읍내로점,부산광역시,기장군,"부산광역시 기장군 기장읍 읍내로 110 1층(동부리,PAT)",000-0000-0419,129.216361,35.244968
기장읍_차성동로점,부산광역시,기장군,"부산광역시 기장군 기장읍 차성동로 73 1층(동부리,꼴라쥬)",000-0000-0420,129.216553,35.2443427
기장군_기장시장점,부산광역시,기장군,부산광역시 기장군 기장읍 차성로288번길 57 1층(대라리),000-0000-0421,129.216974,35.2432537
부곡동_장전역점,부산광역시,금정구,부산광역시 금정구 중앙대로1719번길 61 1층(부곡동),000-0000-0422,129.088742,35.2376402
화명동_롯데마트점,부산광역시,북구,"부산광역시 북구 금곡대로303번길 2 시티타워 (화명동, LG유플러스)",000-0000-0423,129.013477,35.2356712
화명동_화명대로점,부산광역시,북구,"부산광역시 북구 화명대로 40 1층(화명동,현천휴먼 타워)",000-0000-0424,129.012382,35.2344638
화명3동_금곡대로점,부산광역시,북구,부산광역시 북구 금곡대로 287 삼한골든뷰 103호 (화명동),000-0000-0425,129.01332,35.2342049
장전3동_부산대정문점,부산광역시,금정구,부산광역시 금정구 부산대학로 54 (캔모아부산대점) 1층 (장전동),000-0000-0426,129.085468,35.2315779
장전3동_부산대역3번출구점,부산광역시,금정구,부산광역시 금정구 금정로68번길 35 (장전동),000-0000-0427,129.088506,35.2305433
반송2동_윗반송점,부산광역시,해운대구,"부산광역시 해운대구 신반송로 194 광하상가 5-9호 (반송동, 광하아파트)",000-0000-0428,129.159951,35.2302631
장전3동_부산대역1번출구끝점,부산광역시,금정구,부산광역시 금정구 금정로 60 (장전동),000-0000-0429,129.086723,35.2299703
장전동_맥도날드점,부산광역시,금정구,부산광역시 금정구 금정로60번길 20 (장전동),000-0000-0430,129.087297,35.229654
반송1동_도서관점,부산광역시,해운대구,부산광역시 해운대구 아랫반송로21번길 4 (반송동),000-0000-0431,129.148555,35.2254105
온천동_온천장역점,부산광역시,동래구,부산광역시 동래구 온천장로 121 (하이투자증권) 1층(온천동),000-0000-0432,129.084705,35.2214983
서3동_농협점,부산광역시,금정구,부산광역시 금정구 서동로 145 금정구서 3동 1층 엘지유플러스 (서동),000-0000-0433,129.102605,35.2151331
서3동_서동시장점,부산광역시,금정구,부산광역시 금정구 서동로 159 (서동),000-0000-0434,129.104114,35.2148636
덕천동_숙등역점,부산광역시,북구,"부산광역시 북구 만덕대로 81 상가동 1층 18-2호(덕천동,포레나부산덕천)",000-0000-0435,129.01303,35.2126721
명륜로_아이파크점,부산광역시,동래구,부산광역시 동래구 명륜로187번길 2 1층(명륜동),000-0000-0436,129.082385,35.2106253
덕천2동_만덕대로점,부산광역시,북구,부산광역시 북구 만덕대로 28 1층 (덕천동),000-0000-0437,129.008158,35.2105721
덕천2동_덕천1길점,부산광역시,북구,부산광역시 북구 덕천1길 19 (덕천동),000-0000-0438,129.006616,35.2099489
덕천동_덕천역점,부산광역시,북구,부산광역시 북구 백양대로 1203 (구포동),000-0000-0439,129.005236,35.2096203
만덕2동_신만덕교차로점,부산광역시,북구,부산광역시 북구 덕천로 306 1층 (만덕동),000-0000-0440,129.037311,35.2092832
구포동_백양대로점,부산광역시,북구,부산광역시 북구 백양대로 1196 (구포동),000-0000-0441,129.005585,35.2090738
명륜동_동래역점,부산광역시,동래구,부산광역시 동래구 명륜로129번길 54 (명륜동),000-0000-0442,129.079376,35.2054504
명장2동_조양상가점,부산광역시,동래구,"부산광역시 동래구 반송로273번길 2 1층(명장동,조양아파트)",000-0000-0443,129.100826,35.2053235
온천동_미남역점,부산광역시,동래구,"부산광역시 동래구 아시아드대로 229 1층 1호(온천동,메종나인)",000-0000-0444,129.066945,35.2045007
반여동_선수촌아파트입구점,부산광역시,해운대구,부산광역시 해운대구 선수촌로 105-1 (반여동),000-0000-0445,129.119493,35.2032951
동래역_교차로점,부산광역시,동래구,부산광역시 동래구 여고북로 199 1층 (온천동),000-0000-0446,129.075523,35.2028851
사직동_미남점,부산광역시,동래구,부산광역시 동래구 아시아드대로 193-1 1동 1층 (사직동),000-0000-0447,129.065141,35.2017559
수안동_충렬대로점,부산광역시,동래구,부산광역시 동래구 충렬대로 250-1 1층(수안동),000-0000-0448,129.086564,35.2010373
반여동_반여1동점,부산광역시,해운대구,부산광역시 해운대구 선수촌로 80 (반여동),000-0000-0449,129.119441,35.200863
반여3동_전통시장점,부산광역시,해운대구,부산광역시 해운대구 재반로 252 (반여동),000-0000-0450,129.131617,35.199622
반여3동_반여점,부산광역시,해운대구,부산광역시 해운대구 재반로 244 (반여동),000-0000-0451,129.131487,35.1988583
사직동_국민시장입구점,부산광역시,동래구,부산광역시 동래구 사직북로 31 LG유플러스 매장 (사직동),000-0000-0452,129.059793,35.1986389
사직2동_사직북로점,부산광역시,동래구,부산광역시 동래구 사직북로 5 (사직동),000-0000-0453,129.060645,35.1963264
안락동_안연로점,부산광역시,동래구,부산광역시 동래구 안연로 74 1층(안락동),000-0000-0454,129.098853,35.1939222
거제1동_연제구점,부산광역시,연제구,부산광역시 연제구 아시아드대로 96 (거제동),000-0000-0455,129.067376,35.1933461
연산동_연산로타리점,부산광역시,연제구,"부산광역시 연제구 중앙대로 1130 (2단지) 1층 110호(연산동,SK뷰2단지아파트)",000-0000-0456,129.08139,35.1884111
연산9동_과정로점,부산광역시,연제구,부산광역시 연제구 과정로 230 (연산동),000-0000-0457,129.102146,35.1879266
연산4동_연산역점,부산광역시,연제구,부산광역시 연제구 반송로 13 (연산동),000-0000-0458,129.082563,35.1870663
모라1동_모라점,부산광역시,사상구,부산광역시 사상구 백양대로 892 (모라동),000-0000-0459,128.991261,35.1858889
재송1동_재반로점,부산광역시,해운대구,부산광역시 해운대구 재반로 79-1 (재송동),000-0000-0460,129.125556,35.1856797
연산동_중앙대로점,부산광역시,연제구,부산광역시 연제구 중앙대로 1083 1층(연산동),000-0000-0461,129.080158,35.1848727
연산2동_부산시청역점,부산광역시,연제구,부산광역시 연제구 중앙대로 1034 (연산동),000-0000-0462,129.077726,35.1807512
연산9동_토곡점,부산광역시,연제구,부산광역시 연제구 과정로 103 1층(연산동),000-0000-0463,129.106942,35.1806521
좌1동_대동상가점,부산광역시,해운대구,"부산광역시 해운대구 좌동순환로 174 1층 (좌동, 거성프라자)",000-0000-0464,129.175077,35.1776548
재송동_센텀파크점,부산광역시,해운대구,"부산광역시 해운대구 센텀북대로 60 재송동 1층 107호(재송동,센텀아이에스타워)",000-0000-0465,129.125176,35.1765759
연산2동_연수로점,부산광역시,연제구,부산광역시 연제구 연수로 105 1층 (연산동),000-0000-0466,129.082605,35.1753776
양정역_3번출구점,부산광역시,부산진구,"부산광역시 부산진구 동평로 410 1동 1층 (양정동, 양정동근린생활시설)",000-0000-0467,129.069354,35.173496
덕포동_덕포시장점,부산광역시,사상구,부산광역시 사상구 사상로293번길 5 (덕포동),000-0000-0468,128.982558,35.1710362
덕포동_사상중흥점,부산광역시,사상구,"부산광역시 사상구 사상로 300 상가 1층 25호(덕포동,사상중흥S-클래스그랜드센트럴)",000-0000-0469,128.983905,35.170906
우동_센텀시티점,부산광역시,해운대구,"부산광역시 해운대구 센텀동로 9 디동 상가 (SOHO개통) 1층 104,105호(우동,트럼프월드센텀아파트)",000-0000-0470,129.13241,35.170321
좌동_장산역5번출구점,부산광역시,해운대구,"부산광역시 해운대구 해운대로 814 1층 151호 152호(좌동,세종월드프라자)",000-0000-0471,129.177705,35.1696145
장산역_엘리움상가점,부산광역시,해운대구,부산광역시 해운대구 해운대로 794 (좌동),000-0000-0472,129.175764,35.1688384
삼락동_괘법한신점,부산광역시,사상구,부산광역시 사상구 운산로 31 (삼락동),000-0000-0473,128.980299,35.1688382
수영동_팔도시장점,부산광역시,수영구,부산광역시 수영구 수영로705번길 1 (수영동),000-0000-0474,129.116405,35.1680334
당감동_당감로점,부산광역시,부산진구,부산광역시 부산진구 당감로 61 (당감동),000-0000-0475,129.038674,35.1671402
사상구_괘법동점,부산광역시,사상구,부산광역시 사상구 사상로 249 1층(괘법동),000-0000-0476,128.982098,35.1670154
중동_이마트해운대점,부산광역시,해운대구,"부산광역시 해운대구 해운대로 724 [기가다회선]SH타워 씨에이디 1층 101호(중동,해운대에스에이치타워)",000-0000-0477,129.16894,35.1664465
부암동_당감새시장점,부산광역시,부산진구,부산광역시 부산진구 동평로 109 1층(부암동),000-0000-0478,129.041315,35.1661135
당감동_당감사거리점,부산광역시,부산진구,"부산광역시 부산진구 동평로 96 1,2층(당감동)",000-0000-0479,129.040059,35.1654588
우동_해운대점,부산광역시,해운대구,부산광역시 해운대구 해운대로 624 (우동),000-0000-0480,129.15923,35.1635922
괘법동_사상점,부산광역시,사상구,부산광역시 사상구 사상로 206 김밥여행 1층 엘지유플러스 (괘법동),000-0000-0481,128.984285,35.1635192
수영구_파스텔라점,부산광역시,수영구,"부산광역시 수영구 수영로 631 104호(광안동,파스텔라 스튜디오)",000-0000-0482,129.113742,35.1622404
부전동_부전역2번출구점,부산광역시,부산진구,부산광역시 부산진구 동성로 151-1 (전포동),000-0000-0483,129.06266,35.1613364
부전1동_부전시장점,부산광역시,부산진구,부산광역시 부산진구 새싹로 7 (부전동),000-0000-0484,129.058128,35.158728
광안동_광안역점,부산광역시,수영구,부산광역시 수영구 호암로 2 (광안동),000-0000-0485,129.112615,35.1564297
가야1동_한신센타뷰점,부산광역시,부산진구,부산광역시 부산진구 가야대로 597 한신센터뷰상가 1층 106호 (가야동),000-0000-0486,129.037215,35.1552965
광안동_쌍용예가점,부산광역시,수영구,부산광역시 수영구 광안로 20 쌍용예가 디오션제1 9동 1층 102호 상가 (광안동),000-0000-0487,129.115318,35.1552921
부전2동_부산점,부산광역시,부산진구,부산광역시 부산진구 중앙대로 700 (부전동),000-0000-0488,129.05961,35.1552694
일상의틈_부전동_서면점,부산광역시,부산진구,부산광역시 부산진구 중앙대로692번길 21 (부전동),000-0000-0489,129.060516,35.1546412
가야1동_가야대로점,부산광역시,부산진구,부산광역시 부산진구 가야대로 590-2 1층 엘지유플러스 (가야동),000-0000-0490,129.036379,35.1543103
부전2동_서면1번가점,부산광역시,부산진구,부산광역시 부산진구 중앙대로 689 (부전동),000-0000-0491,129.058916,35.154308
개금동_개금역점,부산광역시,부산진구,부산광역시 부산진구 가야대로 473 1층(개금동),000-0000-0492,129.023839,35.153484
가야동_롯데캐슬골드아너점,부산광역시,부산진구,부산광역시 부산진구 가야공원로 1 상가동 1층 1호(가야동),000-0000-0493,129.029835,35.1532395
주례2동_냉정역점,부산광역시,사상구,부산광역시 사상구 가야대로 372 (주례2동 60-17번지) (주례동),000-0000-0494,129.013135,35.1510398
주례동_주례역점,부산광역시,사상구,부산광역시 사상구 가야대로 278-2 1층 엘지유플러스(주례동),000-0000-0495,129.003065,35.1502244
개금동_백병원점,부산광역시,부산진구,부산광역시 부산진구 엄광로 35 (개금동),000-0000-0496,129.019904,35.1483229
남천1동_금련산역점,부산광역시,수영구,"부산광역시 수영구 수영로 468 1층(남천동,남광빌딩)",000-0000-0497,129.110653,35.1475876
수영로_남천역점,부산광역시,수영구,부산광역시 수영구 수영로 379 1층 (남천동),000-0000-0498,129.106257,35.1409054
학장동_삼성아파트점,부산광역시,사상구,부산광역시 사상구 대동로 135 1층(학장동),000-0000-0499,128.981957,35.1403521
남천동_남천해변시장점,부산광역시,수영구,"부산광역시 수영구 광안해변로15번길 77 2호 광안해변로 15번길 77(남천동,남천해변시장)",000-0000-0500,129.109078,35.1392433
범일2동_범일동점,부산광역시,동구,부산광역시 동구 범일로 103 (범일동),000-0000-0501,129.05916,35.1391464
학장동_학장중학교점,부산광역시,사상구,부산광역시 사상구 대동로 95 기산스포렉스 1층 2호 (학장동),000-0000-0502,128.977821,35.1385362
문현3동_부산은행점,부산광역시,남구,부산광역시 남구 수영로 25 (문현동),000-0000-0503,129.070399,35.1372067
대연동_경성대역점,부산광역시,남구,"부산광역시 남구 수영로 295 1층(대연동,세웅빌딩)",000-0000-0504,129.098194,35.1370622
대연동_경성대정문점,부산광역시,남구,"부산광역시 남구 용소로 5 1층(대연동,동영빌딩)",000-0000-0505,129.100537,35.1368684
대연5동_진남로점,부산광역시,남구,부산광역시 남구 진남로 9 (대연동),000-0000-0506,129.09157,35.1358429
대연5동_못골시장점,부산광역시,남구,부산광역시 남구 수영로 201 1층(대연동),000-0000-0507,129.088429,35.1352933
엄궁동_엄궁시장점,부산광역시,사상구,부산광역시 사상구 낙동대로776번길 8-8 LG유플러스 엄궁전기 (엄궁동),000-0000-0508,128.971376,35.1296835
수정2동_부산진역점,부산광역시,동구,"부산광역시 동구 중앙대로 379 1층 (수정동, 수정빌딩)",000-0000-0509,129.048897,35.1292723
용호1동_용호사거리점,부산광역시,남구,부산광역시 남구 동명로 137 원진찜질방 (용호동),000-0000-0510,129.111815,35.1199291
용호동_용호골목시장점,부산광역시,남구,"부산광역시 남구 용호로178번길 3 1-1호(용호동,도오상가아파트)",000-0000-0511,129.110648,35.1163538
초량2동_부산역점,부산광역시,동구,부산광역시 동구 중앙대로 211 (초량동),000-0000-0512,129.039906,35.1162309
구덕로_동대신점,부산광역시,서구,부산광역시 서구 구덕로 324 1층(동대신동3가),000-0000-0513,129.01655,35.1128547
동대신동2가_국민은행점,부산광역시,서구,부산광역시 서구 구덕로 300 (동대신동2가),000-0000-0514,129.017791,35.1107163
하단동_CGV점,부산광역시,사하구,부산광역시 사하구 낙동남로 1422 (하단동),000-0000-0515,128.967087,35.105935
당리동_회전교차로점,부산광역시,사하구,부산광역시 사하구 승학로 54 1층(당리동),000-0000-0516,128.974148,35.1054508
당리동_당리점,부산광역시,사하구,부산광역시 사하구 낙동대로 413 1층 104호(하단동),000-0000-0517,128.972776,35.1035806
부민동_영락교차로점,부산광역시,서구,부산광역시 서구 대청로 9 1층(부민동1가),000-0000-0518,129.020991,35.1034897
대청동2가_대청로점,부산광역시,중구,부산광역시 중구 대청로 93-1 1층(대청동2가),000-0000-0519,129.030224,35.1030561
대청동_대청사거리점,부산광역시,중구,부산광역시 중구 중구로 56 1층(대청동3가),000-0000-0520,129.02809,35.1027764
괴정3동_대티역점,부산광역시,사하구,부산광역시 사하구 낙동대로 162 285-12 (괴정동),000-0000-0521,128.998285,35.1027755
